1,2025-09-29,won,+80.0,2.0,2080.0
2,2025-09-29,loss,-42.0,2,2038.0
3,2025-09-29,won,+82.0,1.0,2120.0
4,2025-09-29,won,+85.0,2,2205.0
5,2025-09-29,won,+88.0,2,2293.0
6,2025-09-29,loss,-46.0,2,2247.0
7,2025-09-29,won,+90.0,1.0,2337.0
8,2025-09-29,loss,-47.0,2,2290.0
9,2025-09-29,won,+92.0,1.0,2382.0
10,2025-09-29,loss,-48.0,2,2334.0
11,2025-09-29,loss,-23.0,1.0,2311.0
12,2025-09-29,won,+92.0,0.5,2403.0
